data_month,series_id,data_series,borrower_type,purpose,commitments
1988-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1988-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1988-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1988-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1988-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1988-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1988-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1989-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1989-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1989-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1989-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1989-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1989-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1989-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1989-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1989-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1989-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1989-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1989-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1990-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1990-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1990-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1990-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1990-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1990-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1990-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1990-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1990-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1990-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1990-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1990-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1991-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1991-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1991-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1991-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1991-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1991-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,NA
1991-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.111259
1991-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.134452
1991-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.166493
1991-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.216131
1991-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.196496
1991-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.19713
1992-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.221176
1992-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.226371
1992-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.235804
1992-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.27205
1992-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.237538
1992-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.248572
1992-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.259916
1992-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.278436
1992-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.274962
1992-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.262922
1992-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.290055
1992-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.324133
1993-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.340914
1993-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.335462
1993-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.368323
1993-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.377943
1993-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.494661
1993-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.445608
1993-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.449011
1993-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.463491
1993-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.526377
1993-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.547938
1993-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.566429
1993-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.569861
1994-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.591112
1994-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.636325
1994-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.67106
1994-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.706622
1994-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.709245
1994-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.680046
1994-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.711913
1994-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.69667
1994-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.639909
1994-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.647152
1994-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.648126
1994-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.672083
1995-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.618802
1995-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.665048
1995-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.617256
1995-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.618362
1995-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.65130999999999994
1995-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.744807
1995-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.734992
1995-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.75715
1995-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.683926
1995-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.73241
1995-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.754322
1995-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.700735
1996-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.734341
1996-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.741971
1996-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.744369
1996-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.714904
1996-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.733516
1996-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.738522
1996-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.757313
1996-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.793365
1996-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.956512
1996-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.918341
1996-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,0.975668
1996-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.098785
1997-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.235371
1997-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.168959
1997-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.270853
1997-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.357873
1997-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.407677
1997-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.456108
1997-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.450369
1997-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.500683
1997-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.540674
1997-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.552883
1997-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.471235
1997-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.48444
1998-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.522806
1998-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.485732
1998-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.414028
1998-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.486175
1998-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.442351
1998-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.580422
1998-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.435635
1998-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.429399
1998-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.413207
1998-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.395665
1998-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.510494
1998-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.494584
1999-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.48837
1999-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.519971
1999-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.649833
1999-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.643904
1999-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.6712
1999-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.682318
1999-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.802256
1999-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.816111
1999-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.954798
1999-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.174455
1999-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.230502
1999-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.183163
2000-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.224736
2000-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.338257
2000-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.175768
2000-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.075924
2000-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.044542
2000-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.898316
2000-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.753119
2000-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.811505
2000-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.696848
2000-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.59585
2000-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.793856
2000-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.956077
2001-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,1.9941
2001-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.080445
2001-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.165032
2001-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.378895
2001-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.568413
2001-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.979294
2001-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,3.202921
2001-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.961666
2001-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.983703
2001-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.947924
2001-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.93884
2001-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,2.937816
2002-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,3.303495
2002-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,3.326954
2002-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,3.556417
2002-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,3.63306
2002-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,3.738273
2002-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,3.918206
2002-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,3.90655
2002-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,3.905229
2002-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.081747
2002-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.076221
2002-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.073279
2002-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.196177
2003-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.227397
2003-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.43121
2003-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.670437
2003-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.677081
2003-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.771592
2003-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.067387
2003-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.527881
2003-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.951379
2003-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,6.120316
2003-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,6.53806
2003-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,6.150302
2003-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.821431
2004-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.13377
2004-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.061724
2004-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.224974
2004-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.181587
2004-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.111377
2004-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.72403
2004-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.836784
2004-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.795547
2004-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.904524
2004-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.764353
2004-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.95981
2004-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.129985
2005-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.156622
2005-02-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.328051
2005-03-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.249465
2005-04-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.231556
2005-05-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.819508
2005-06-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.94877
2005-07-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.977975
2005-08-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.920862
2005-09-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.127977
2005-10-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.756981
2005-11-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.447841
2005-12-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.53004
2006-01-01T00:00:00Z,A2413064K,Seasonally Adjusted,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.419162
